Disease name:	Carcinoma, Hepatocellular
miRNA_name	PMID	Description	Causality
hsa-mir-21	31933965	CONCLUSIONS: In conclusion, we found that the expression of miRNA-26a, miRNA-29c, and miRNA-21 were significantly lower in patients with HCC, and we confirmed miRNA-26a, miRNA-29c, and miRNA-21 could be identified as independent diagnostic biomarkers for patients with HCC.	Unknown
hsa-mir-21	30675287	The newly identified miR-21/KLF5 axis provides a useful therapeutic biomarker for HCC treatment.	Unknown
hsa-mir-21	36834570	hsa-miR-21-5p was linked, clinically and via in silico proof, to insulin metabolism, inflammation, dyslipidemia, and tumorigenesis in the HCC patients' group as well as for an upregulated independent risk factor for the emergence of HCC from LC in the CHCV patients.	Unknown
hsa-mir-21	34875312	In addition, circRNA-001241 facilitated HCC sorafenib-resistance by regulating the miR5p/TIMP3 axis.	Unknown
hsa-mir-21	31225740	In conclusion, our results demonstrated that miR-21-5p targeted FASLG and suppressed the sensitivity of HCC cells to DDP treatment.	Unknown
hsa-mir-21	32793278	CONCLUSION: Together with serum AFP, plasma exosomal miR-21-5p and miR-92a-3p could be used as potential biomarkers for HCC diagnosis in patients with LC subjected to screening and surveillance.	Unknown
hsa-mir-21	32757994	Conclusions: Curcumin repressed proliferation, migration, and invasion of HCC cells by regulating miR-21-5p and SOX6, indicating the promisingly pharmacological effect of curcumin in HCC.	Unknown
hsa-mir-21	33763375	CONCLUSION: MiR-21-3p promotes migration and invasion of HCC cells and upregulation of YAP1 expression via direct inhibition of SMAD7, underscoring a major epigenetic mechanism in the pathogenesis of HCC.	Unknown
hsa-mir-21	36902024	Hepatocellular Carcinoma Cell-Derived Exosomal miR-21-5p Induces Macrophage M2 Polarization by Targeting RhoB.	Unknown
hsa-mir-21	31559550	NG-R1 exerted anti-hepatoma activity through inactivation of the PI3K/Akt pathway by downregulating miR-21, contributing to further understanding of the anti-tumor activities of NG-R1 in HCC.	Unknown
hsa-mir-155	35196550	CONCLUSIONS: HBX could promote malignant transformation of hepatocellular carcinoma cells by upregulating microRNA-155 expression and thereby inhibiting the PTEN/PI3K-AKT pathway.	Unknown
hsa-mir-155	35157721	Conclusion: Plasma biomarkers: miRNA-21 and miRNA-155 might be potential biomarkers as onco-miR in HCC subjects, while miRNA-29c might act as a tumor suppressor.	Unknown
hsa-mir-155	31873123	Thus, AURKAPS1 could be a useful marker, and the combination of AURKAPS1/miRNAs (miR-142, miR-155 and miR-182) may be a new theoretical basis for the treatment of HCC.	Unknown
hsa-mir-155	31036495	In this study, we evaluate the role of the novel oncogenic microRNA (miRNA) miR-155 in the anti-proliferative effects of pegylated interferon-alpha (PEG-IFN) on HCC cells. CONCLUSIONS: The anti-proliferative effects of PEG-IFN on HCC are at least partially attributable to the downregulation of miR-155.	Unknown
hsa-mir-155	30465177	CONCLUSION: These results suggest that exosomes derived from HCC cells under hypoxia induce tube formation of HUVECs and that exosomal miR-155 may affect angiogenic activity in HCC.	Unknown
hsa-mir-155	31645540	CONCLUSIONS Our study indicated that exosomal-specific miR-155 transfers to adjacent and/or more distant cells and stimulates the proliferation of HCC cells.	Unknown
hsa-mir-155	31452818	Furthermore, the present data suggested that miR-155 and miR-96 may be potential prognostic markers for the clinical management of patients with HCC.	Unknown
hsa-mir-155	30945380	The underlying mechanism was explored by quantitative real-time polymerase chain reaction of miRNA (miR5p and miR-26b-5p), luciferase reporter assay, western blotting of Wnt signaling pathway-related proteins (beta-catenin, adenomatous polyposis coli (APC), glycogen synthase kinase 3beta (GSK3beta), ZEB1, and E-cadherin), mitogen-activated protein kinase (MAPK) signaling pathway-related proteins (extracellular signal-regulated kinase [ERK]1/2, p-ERK1/2, c-Jun N-terminal kinase (JNK), p-JNK, P38, and p-P38), and immunofluorescence staining of beta-catenin.	Unknown
hsa-mir-155	35731638	No significant difference was observed in miRNA expression between advanced fibrosis and early hepatic fibrosis apart from a significant downregulation of miR5p in advanced fibrosis.	Unknown
hsa-mir-155	33059056	CONCLUSIONS: LINC01189 downregulation is associated with HCV infection in HCC, and it has tumor-suppressing effects on HCC development through hsa-miR-155-5p.	Unknown
hsa-mir-155	33685441	CONCLUSION: Our data highlight a critical circTP63-miR-155-5p-ZBTB18 regulatory network involved in the HCC progression, gaining mechanistic insights into the function of circRNAs in HCC progression, and providing effective biomarkers and therapeutic targets for HCC treatment.	Unknown
hsa-mir-378a	35184646	Thus, miR-378a-3p may be a potential target for HCC therapy.	Unknown
hsa-mir-378a	32754282	LXRalpha was able to activate miRNA-378a-3p transcription in HCC cells and could be a potential combinable treatment strategy with sorafenib to suppress HCC progression.	Unknown
hsa-mir-378a	34199580	circGPC3 was further shown to act as a sponge of miR-378a-3p to regulate APSM (Abnormal spindle-like microcephaly associated) expression and modulate cell transformation.	Unknown
hsa-mir-378a	34869393	CircCRIM1 Promotes Hepatocellular Carcinoma Proliferation and Angiogenesis by Sponging miR-378a-3p and Regulating SKP2 Expression.	Unknown
hsa-mir-212	34019714	The recovery experiments demonstrated that downregulation of miR-132/212 markedly eliminate the antitumor effects mediated by RBM5-AS1 silencing in HCC cells. The data of this work illustrate that RBM5-AS1 acts as an epigenetic regulator to promote the HCC progression by repressing miR-132/212 expressions, which would provide a new insight for understanding the action mechanism of RBM5-AS1 in HCC development.	Unknown
hsa-mir-135a	35068871	Thus, our work indicated an essential role of the miR-135a-5p/VAMP2 regulatory axis in chemotherapy resistance of HCC and a potential molecular therapeutic target for HCC.	Unknown
hsa-mir-135a	34696438	In conclusion: serum IL-13, Vitamin D, and miRNA-135a could be potential biomarkers in monitoring DAA treatment and HCC prediction.	Unknown
hsa-mir-135a	34630715	Notably, overexpression of TONSL-AS1 inhibited HCC cell proliferation, while overexpression of miR-135a promoted HCC cell proliferation and decreased the effect of overexpression of TONSL-AS1 on cell proliferation. Taken together, the results of the present study suggest that miR-135a expression is upregulated in HCC and targets lncRNA TONSL-AS1 to suppress cell proliferation.	Unknown
hsa-mir-150	36855431	CONCLUSION: ZFAS1 is associated with the malignant status and prognosis of patients with hepatocellular carcinoma, and the ZFAS1/miR5p axis is involved in hepatocellular carcinoma progression.	Unknown
hsa-mir-150	31210410	The current study elucidated the role of a long non-coding RNA (lncRNA), FOXD2-AS1, in the pathogenesis of hepatocellular carcinoma (HCC) and the regulatory mechanism underlying FOXD2-AS1/miR5p/transmembrane protein 9 (TMEM9) signalling in HCC.	Unknown
hsa-mir-150	30963571	Hence, we constructed a hsa-mir5p-centric ceRNA network and two effective nomogram prognostic models, and the related RNAs may be useful as potential biomarkers for predicting recurrence in patients with HCC.	Unknown
hsa-mir-150	35804809	These preliminary data show that the novel miRNAs panel (miR-150, miR-199a, miR-224, miR-424, and miR-3607) could serve as a potential non-invasive biomarker for HCC early prediction in chronic HCV patients.	Unknown
hsa-mir-150	35224317	The combination of miR-122 and miR-150 has the potential as a biomarker to differentiate HCC from liver cirrhosis.	Unknown
hsa-mir-150	32883551	Exosomal miR-150-3p is a potential prognostic biomarker, and transferring miR-150-3p-loaded exosomes to HCC cells might become a novel therapeutic option.	Unknown
hsa-mir-146a	30462539	In conclusion, the present study revealed that miR-146a-5p could lead to the restriction of proliferation and the promotion of radiosensitivity and apoptosis in HCC cells through activation of DNA repair pathway and inhibition of RPA3.	Unknown
hsa-mir-146a	33665588	However, PBMCs from patients with cirrhosis showed significant downregulation of miR-26 and miR-146a, suggesting a extrahepatic origin of some circulating miRNAs.	Unknown
hsa-mir-146a	31143524	In conclusion, identification of a role of the exosomal SALL4/miR-146a-5p regulatory axis in M2-polarization as well as HCC progression provides potential targets for therapeutic and diagnostic applications in liver cancer.	Unknown
hsa-mir-146a	32031872	Using false-positive report probability method and power value, we identified that miRNA-146a rs2910164 conferred a risk to HCC in the <53-year-old and never-smoking subgroups.	Unknown
hsa-mir-146a	31210353	In addition, a seven-miRNA expression signature (miR5p, miR-146a, miR-152, miR-193a-3p, miR5p, miR-500a*, and miR-550a*) was identified as a predictor for HCC PFS (p < .0001; HR = 2.608).	Unknown
hsa-mir-195	33772151	METHODS: CHEK1 mRNA, protein, pri-miR-195 and miR-195 expression in HCC tissue was determined by qPCR, WB and IF staining assay.	Unknown
hsa-mir-195	36644193	The homo sapiens-microRNA-195 (hsa-miR-195) may have contributed to the upregulation of CHEK1 in HCC.	Unknown
hsa-mir-195	36307001	Several studies found that miR-195 plays an unavoidable role in the regulation of cell proliferation, cycle and apoptosis in hepatocellular carcinoma (HCC).	Unknown
hsa-mir-195	32411519	Finally, we used another independent data set to verify that miRNA hsa-mir-106b and hsa-mir-195 are good classifiers of HCC and might play key roles in the progression of HCC. CONCLUSION: Our data indicated that two miRNAs-hsa-mir-106b and hsa-mirare identified as good classifiers of HCC.	Unknown
hsa-mir-195	32190150	CONCLUSIONS: SNHG1 may promote cell invasion and migration in HCC cells by sponging miR-195.	Unknown
hsa-mir-195	30666131	CONCLUSION: The downregulation of miR-195 may serve as a novel diagnostic biomarker for differentiating HCC patients, healthy individuals, and hepatitis patients, and may involve in the tumor progression of HCC.	Unknown
hsa-mir-195	32961346	Besides, DDX11-AS1 could interact with miR5p, and miR5p inhibitor reversed the inhibitory effect of silenced DDX11-AS1 on HCC cell progression. In addition, MACC1 was a target of miR5p, and its overexpression reversed the suppression effect of miR5p on HCC cell progression.	Unknown
hsa-mir-195	35309118	Overall, the hsa_circ_0017264-hsa-miR5p-CHEK1/CDC25A/FOXK1 network might provide novel insights into the potential mechanisms underlying LIHC onset and progression.	Unknown
hsa-mir-195	32257949	CHEK1-hsa-mir5p/hsa-mir5p and GPSM2-hsa-mir5p axes were defined as two key pathways in carcinogenesis of hepatocellular carcinoma by combination of in silico analysis and experimental validation.	Unknown
hsa-mir-195	34980201	CONCLUSIONS: Our finding indicated that there existed a TINCR/miR3p/ST6GAL1/NF-kappaB signaling regulatory axis that regulated tumor progression and oxaliplatin resistance, which might be exploited for anticancer therapy in HCC.	Unknown
hsa-mir-195	32536822	Further research on mechanism suggested that loss of inhibition of hsa-miR3p and dysregulation of UBE2I promoter methylation might account for UBE2I overexpression in HCC.	Unknown
hsa-mir-195	31731191	LINC00511 interacted with EYA1 promoted HCC development via mediating miR-195	Unknown
hsa-mir-125b	33318318	In conclusion, CYTOR interference suppressed the proliferation and cell cycle, and promoted the apoptosis of HCC cells by regulating the miR-125b-5p/KIAA1522 axis.	Unknown
hsa-mir-125b	33272103	CONCLUSION In HCC cells, lncRNA DANCR sponges miR-125b-5p and activates MAPK pathway, thus facilitating HCC cell progression.	Unknown
hsa-mir-125b	31320713	Five upregulated miRNAs (miR5p, miR-125b-5p, miR5p, miR5p and miR-148a-3p) in CHB, cirrhosis and HCC patients are potential biomarkers for CHB infection, while miR-34a-5p can be a biomarker for cirrhosis.	Unknown
hsa-mir-125b	35911380	Finally, MIR4435-2HG/CYTOR were observed to be the most promising upstream lncRNAs for the miR-125b-5p/RRM2 axis in HCC.	Unknown
hsa-mir-125b	31933718	This lower expression level of miR-125b-5p is closely related to increased disease progression in HCC patients.	Unknown
hsa-mir-125b	31384178	CONCLUSIONS: These results demonstrated miR-125b-5p as a tumor suppressor in HCC through its inhibition of TXNRD1, thereby suggesting it as a potential target for the clinical treatment of HCC.	Unknown
hsa-mir-125b	36037122	CONCLUSION: Plasma miR-130b and miR-125b may play a role in disease progression and development of HCC and may act as potential biomarkers for the diagnosis of HCC.	Unknown
hsa-mir-125b	34664737	In addition, the inhibition of miR-125b and HK2 overexpression partly reversed the inhibitory effect of hsa_circ_0001806 silencing on HCC cell proliferation, migration and glycolysis. CONCLUSION: The inhibition of hsa_circ_0001806 suppressed HCC cell proliferation, migration and glycolysis through mediating miR-125b/HK2 axis.	Unknown
hsa-mir-125b	33155836	Conclusion: miR-224 had a prominent diagnostic efficiency in early-stage HCC, with miR-224 and miR-125b being valuable in the prognostic diagnosis.	Unknown
hsa-mir-125b	32609900	CONCLUSIONS: MiR-125b loss activated the HIF1alpha/pAKT loop, contributing to HCC resistance to TACE and the key nodes in this axis hold the potential in assisting patients with HCC to choose TACE therapy.	Unknown
hsa-mir-125b	31816923	In particular, we determined that the delivery of miR-125b-loaded EVs produced in engineered ASCs specifically reduces HCC cell proliferation in vitro modulating a series of miR-125b targets, which belong to the p53 signaling pathway.	Unknown
hsa-mir-125b	30536969	Functional studies revealed that the HCC cells were treated with TAM exosomes or transfected with miR-125a/b suppressed cell proliferation and stem cell properties by targeting CD90, a stem cell marker of HCC stem cells. The study indicated that miR-125a/b targeting CD90 played important roles in cancer stem cells of HCC.	Unknown
hsa-mir-125b	34988221	CONCLUSION: The exosomal miR-101 and miR-125b panel in the serum may act as a noninvasive biomarker for HCC detection.	Unknown
hsa-mir-125b	34386414	These findings highlight that circulating exosomal miR-125b might represent a reliable biomarker with diagnostic and therapeutic implications for extrahepatic metastasis from HCC.	Unknown
hsa-mir-125b	32864004	In HCC, hsa-miR-15b (p = 0.0010), hsa-miR-125b (p = 0.0010), hsa-miR3p (p = 0.0010), hsa-miR-424 (p = 0.0313), hsa-miR-494 (p < 0.0001), hsa-miR-497 (p < 0.0001), hsa-miR-612 (p = 0.0078), hsa-miR-637 (p < 0.0001), and hsa-miR-1255b (p = 0.0156) presented down-expression.	Unknown
hsa-mir-92a	34126886	CONCLUSION: These results suggest that miR-92a-3p plays a tumor-promoting role in HCC and may be a potential biomarker for the diagnosis and prognosis of HCC.	Unknown
hsa-mir-92a	32917956	Exosomal miR92a-3p is a potential predictive biomarker for HCC metastasis, and this may provoke the development of novel therapeutic and preventing strategies against metastasis of HCC.	Unknown
hsa-mir-92a	32793278	CONCLUSION: Together with serum AFP, plasma exosomal miR-21-5p and miR-92a-3p could be used as potential biomarkers for HCC diagnosis in patients with LC subjected to screening and surveillance.	Unknown
hsa-mir-92a	33015774	CONCLUSIONS: We identified a regulatory axis comprising circPTK2/miR-92a/E-cadherin in HCC cells that may serve as a valuable biomarker and therapeutic target for patients with HCC.	Unknown
hsa-mir-126	31235746	The levels of plasmatic circulating miR-126-3p and GAS5 were significantly higher and lower in HCC patients compared to healthy subjects, respectively.	Unknown
hsa-mir-126	31627983	In comparison to EpCAM-positive fetal hepatocytes, EpCAM-positive HCC cells exhibited downregulation of miR-126, miR-144, and miR-451. Transfection of miR-126, miR-144, and miR-451 induced apoptosis of, and reduced sphere and colony formation in, HCC cells.	Unknown
hsa-mir-126	35943150	RESULTS: The levels of miR-206 and miR-222 were significantly higher (P &lt; .05) and the level of miR-126 was lower (P &lt; .05) in patients with hepatocellular carcinoma than in healthy subjects.	Unknown
hsa-mir-126	35181620	Also, we detected a low expression level of miR-126 in HCC and CCA cell lines.	Unknown
hsa-mir-126	35197055	RESULTS: A prognostic model of 5 VI-related miRNAs (hsa-miR3p, hsa-miR-148a-3p, hsa-miR-15a-5p, hsa-miR-30a-5p, hsa-miR-199a-5p) was constructed.	Unknown
hsa-mir-19a	36476239	Furthermore, a well-established circ_002136 ceRNA regulatory network was constructed, namely circ_002136 blocked miR-19a-3p expression, elevated RAB1A expression activity and stimulated HCC development. Finally, high levels of circ_002136 or RAB1A, as well as low levels of miR-19a-3p, negatively affected HCC patient survival.	Unknown
hsa-mir-19a	32201518	Altogether, our data showed an important role of PIK3IP1 downregulation by miR-19a-3p in HCC progression, and the miR-19a-3p-PIK3IP1-AKT pathway may be a potential therapeutic target.	Unknown
hsa-mir-17	34478872	miR5p upregulation was associated with MPM downregulation in HCC tissues.	Unknown
hsa-mir-17	30411298	In comparison to normal liver, the levels of miR-34a and miR-224 were elevated not only in FNH but also in cirrhosis and HCC, while the expression of miR5p, miR-18a and miR-210 was decreased in FNH. Further, the levels of miR-21 and miR-222 were increased in cirrhosis and HCC but were decreased in FNH and the expression of miR5p, miR-18a, miR-195 and miR-210 was decreased in FNH as compared with cirrhosis and/or HCC.	Unknown
hsa-mir-17	35242200	Moreover, lncRNA MIR17HG/hsa-miRNA-130b-3p/CASP8 regulatory axis in LIHC was also detected.	Unknown
hsa-mir-182	34659561	miR-182 is upregulated in breast, lung and liver cancers and has good potential for cancer diagnosis.	Unknown
hsa-mir-182	33361718	The aim of this study was to identify the expression level of selected miRNAs (miR-182, miR-301a, and miR-373) in exosomes of the serum and ascitic fluid in patients with non-alcoholic steatohepatitis (NASH)-related liver cirrhosis with or without hepatocellular carcinoma (HCC).	Unknown
hsa-mir-182	33059751	The aim of the current study was to investigate the associations between miR-182 single nucleotide polymorphisms and HCC risk in a southern Chinese population. Our results suggested that miR-182 polymorphism rs4541843 may contribute to the susceptibility to HCC.	Unknown
hsa-mir-182	33034848	Down-regulation of circ-102,166 enhanced the proliferation and invasion of HCC cells by releasing the oncomiRs miR-182 and miR-184.	Unknown
hsa-mir-182	32441313	Transcriptome profiling for mRNA and small RNA in same HCV-HCC and normal liver tissues followed by cross-validation of 41 deregulated miRNAs (log(2) FoldChange > 1.5, P(adj) < .1) with GEO/TCGA datasets of HCV/HBV related HCC vs normal/adjacent tissue revealed three miRNAs were commonly deregulated (miR-10b/miR-21/miR-182) among all HCC irrespective of viral etiology.	Unknown
hsa-mir-182	31873123	Thus, AURKAPS1 could be a useful marker, and the combination of AURKAPS1/miRNAs (miR-142, miR-155 and miR-182) may be a new theoretical basis for the treatment of HCC.	Unknown
hsa-mir-182	31373075	By the terminal time point of the study, in addition to elevated levels of serum miR-182, serum miR5p was also found to be increased (>1.5-fold) in animals that developed hepatocarcinomas.	Unknown
hsa-mir-182	30867638	The purpose of this study was to evaluate the potential value of a panel of HCC-related circulating miRNAs (miR-142, miR-182, miR-200a, mir-210, miR-211, miR-302b, miR-324, miR-338, miR-340 and miR-1246) as noninvasive biomarkers for discriminating primary HCC from metastatic tumors in the liver.	Unknown
hsa-mir-182	34076987	RESULTS: There were five miRNAs predicted to bind to CDKN2C and among them, miRNA3p and miRNA5p were markedly downregulated in LIHC tissues.	Unknown
hsa-mir-182	32951268	Furthermore, loss- or gain-of-function approaches were used to demonstrate the role of lncRNA-POIR/miR5p on EMT and SOR sensitivity in HCC. Moreover, miR5p overexpression clearly reversed EMT and promoted SOR-induced cytotoxicity in representative HCC cells, whereas miR5p downregulation played a contrasting role; miR5p knockdown abolished the modulatory effects of lncRNA-POIR siRNA on EMT and SOR sensitivity.	Unknown
hsa-mir-182	31021172	Collectively, overexpression of LINC01018 represses proliferation and promotes apoptosis of HCC cells via upregulation of FOXO1 by sponging miR-182-5p, which highlights overexpression of LINC01018 as a candidate suppressor of HCC.NEW & NOTEWORTHY This study provides evidence for understanding the molecular mechanism involved in the progression of hepatocellular carcinoma and identifies a novel network of LINC01018/miR-182-5p/FOXO1.	Unknown
hsa-mir-182	35243101	Interestingly, four miRNAs divided into two groups as miR5p/miR-1269a and miR-199a/miR-422a were the most promising for diagnosis of HCC patients from healthy controls, with AUC values of 0.902 and 0.892, respectively.	Unknown
hsa-mir-182	31746531	Taken together, P7TP3, the direct target gene of miR-182-5p, inhibited HCC by regulating migration, invasion, adhesion, proliferation and cell cycle progression of liver cancer cell through the Wnt/beta-catenin signaling pathway.	Unknown
hsa-mir-370	36083239	Interleukin-8 and miR3p levels were analyzed for clinical relevance in HCC patients. In conclusion, our study elucidated a novel axis IL-8/STAT3/miR3p/Twist1 and Snail relying on HDAC1 recruitment, which showed both diagnostic and therapeutic potentials of miR3p in HCC metastasis.	Unknown
hsa-mir-370	35762276	CONCLUSIONS: We suggest that miR-370-3p/miR-196a-5p in serum exosomes of HCC patients could be potential biomarkers for the diagnosis and prognosis of HCC.	Unknown
hsa-mir-370	35795047	Mechanistically, circASPH could regulate the methylation of the promoter and expression of hydrocyanic oxidase 2 (HAO2) to promote HCC progression by acting as a sponge for miR3p, and miR3p could target DNMT3b and increase the 5mC level.	Unknown
hsa-mir-370	34703649	In addition, we demonstrated that circHPS5 can act as a miR-370 sponge to regulate the expression of HMGA2 and further accelerate HCC cell tumorigenesis.	Unknown
hsa-mir-370	34686662	In summary, we infer that circUBE2J2 may act as a competing endogenous RNA (ceRNA) to regulate KLF7 expression through sponging miR-370-5P and play a regulatory functions in HCC.	Unknown
hsa-mir-20a	30596096	As for tissue-based samples, 6 kinds of malignancies including colorectal cancer, salivary adenoid cystic carcinoma, gallbladder carcinoma, colon cancer, gastrointestinal cancer, and alveolar rhabdomyosarcoma revealed upregulated miR-20a expression level compared with paired nontumorous tissue, of which high expression of miR-20a was significantly associated with poor OS (HR = 2.74, 95% CIs: 1.38-5.42, p < 0.01) and DFS (HR = 2.68, 95% CIs: 1.32-5.45, p < 0.01); meanwhile, other 5 tumors containing breast cancer, cutaneous squamous cell carcinoma, hepatocellular carcinoma, oral squamous cell carcinoma, and epithelial ovarian cancer demonstrated downregulated miR-20a expression level compared with benign tissue, of which low miR-20a expression was significantly related to shorter OS (HR = 3.48, 95% CIs: 2.00-6.06, p < 0.01) and PFS/RFS (HR = 4.05, 95% CIs: 2.89-5.66, p < 0.01).	Unknown
hsa-mir-20a	35143426	CONCLUSIONS: Since RUNX3 is involved in EMT in HCC, as proven by previous research, our findings provide further evidence for a novel regulatory pathway comprising the miR-20a/RUNX3/EMT axis that upregulates EMT signaling and enhances the migration of HCC cells.	Unknown
hsa-mir-20a	31257511	The results indicated that overexpression of miR20a could suppress the replicative activity of HBV and increased the degree of methylation of HBV cccDNA in the HepAD38 hepatoma cell line. In conclusion, miR20a may be loaded onto AGO2, prior to its translocation into the nucleus, inducing the methylation of HBV DNA in human hepatoma cells, leading to the suppression of HBV replication.	Unknown
hsa-mir-20a	30623908	OBJECTIVE: To determine the micro-ribonucleic acid-20a expression in hepatocellular carcinoma patients and its correlation with patients' demographic data, clinico-pathological and staging characteristics. CONCLUSIONS: Micro-ribonucleic acid-20a expression was found to be decreased in hepatocellular carcinoma patients with significant correlation with gender, age and alpha-fetoprotein level..	Unknown
